fOTU_name,length,nb_contigs,nb_proteins,total_avg_depth,GC,viral_content,percentage_of_viral_contigs,percentage_of_viral_nucleotides,average_bin_p_value,average_hit_p_value,fOTU_composition,plasmid_nucleotide_percentage,chromosome_nucleotide_percentage,unclassified_nucleotide_percentage,plasmid_contig_percentage,chromosome_contig_percentage,unclassified_contig_percentage
cogOTU_1722,38081,2,68,30.93780454426092,0.5661353430844778,Very_high,1.0,1.0,0.00430511763279166,0.00430511763279166,bacterial_chromosome,0.0,1.0,0.0,0.0,1.0,0.0
cogOTU_1723,165684,15,223,0.7611938889536707,0.6082482315733566,Medium,0.26666666666666666,0.3770309746263972,0.0990869246120598,0.037199854474896925,unclassified,0.2772627411216533,0.04741556215446272,0.6753216967238841,0.4666666666666667,0.06666666666666668,0.4666666666666667
cogOTU_1724,22433,4,53,13.061564718049302,0.5279276066509161,Medium,0.25,0.28792404047608433,0.0913776376424932,0.0489934513703614,unclassified,0.0,0.1800918290019168,0.8199081709980832,0.0,0.25,0.75
cogOTU_1725,208227,50,218,86.12320629054828,0.5150917028051119,Very_high,0.86,0.9198278801500286,0.025386478436075683,0.009531670695455312,plasmid,0.5935061255264688,0.008337055232990921,0.3981568192405404,0.56,0.02,0.4199999999999999
cogOTU_1726,874496,151,1177,36.818482613936254,0.5862268094994145,Very_high,0.7019867549668874,0.8241192641247073,0.04654729263090345,0.017123881496604727,mixed,0.3740200069525761,0.2718285732581967,0.3541514197892273,0.4304635761589404,0.2052980132450331,0.3642384105960266
cogOTU_1727,165140,32,276,9.946127179526462,0.4774797141819061,Medium,0.34375,0.3796778490977353,0.13642817410884292,0.02605230229028104,bacterial_chromosome,0.011020951919583386,0.7875923458883372,0.20138670219207944,0.03125,0.65625,0.3125
cogOTU_1728,11726188,3374,11531,10.674181961383557,0.4424241705829721,Low,0.042975696502667464,0.03998810184520323,0.3003240005265999,0.03270783855160948,bacterial_chromosome,0.08251590371909437,0.5582439919946703,0.3592401042862353,0.1152934202726734,0.456727919383521,0.4279786603438056
cogOTU_1729,117761,40,208,14.081389223172355,0.5626226000118884,Low,0.0,0.0,0.661447554216396,0.0,bacterial_chromosome,0.09932830054092613,0.5088781515102623,0.3917935479488116,0.15,0.45,0.4
cogOTU_173,205974,48,318,13.084712728636141,0.5075446415567013,Very_high,0.9166666666666666,0.9622039674910424,0.01780541809740199,0.010094740433162728,mixed,0.4602862497208386,0.05929389146202919,0.4804198588171322,0.4375,0.08333333333333333,0.4791666666666666
cogOTU_1730,124039,19,196,3.252822290921403,0.5613395786808988,Low,0.15789473684210525,0.14682478897766024,0.242371126266314,0.02122241086587436,bacterial_chromosome,0.0,0.7369053281629165,0.26309467183708346,0.0,0.5789473684210527,0.42105263157894735
cogOTU_1731,96018,10,144,5.0214354823991325,0.5398258659834612,Very_high,0.9,0.9732029411152076,0.029545443317357468,0.026127145821543112,unclassified,0.02679705888479244,0.0,0.9732029411152076,0.1,0.0,0.9
cogOTU_1732,32668,7,53,38.31297707009918,0.5503244765519775,Very_high,1.0,1.0,0.012501585090585856,0.012501585090585856,unclassified,0.2958246602179503,0.0,0.7041753397820497,0.42857142857142855,0.0,0.5714285714285714
cogOTU_1733,60755,9,101,22.567152924072094,0.3746193728911201,Low,0.1111111111111111,0.1381285490906098,0.17278707245415964,0.024981809362115002,mixed,0.1381285490906098,0.38159822236852936,0.4802732285408609,0.1111111111111111,0.2222222222222222,0.6666666666666667
cogOTU_1734,101289,18,176,19.250405050146608,0.6174708013703363,Low,0.2777777777777778,0.1493548164163927,0.10535513844650016,0.02690782765280729,unclassified,0.17555706937574664,0.0923199952610846,0.7321229353631687,0.3333333333333333,0.16666666666666666,0.5
cogOTU_1735,3080709,232,3123,11.523192356436946,0.613935298660146,Low,0.0,0.0,0.42587292608684746,0.0,bacterial_chromosome,0.056029634736679115,0.507190065663456,0.4367802995998649,0.1206896551724138,0.4181034482758621,0.4612068965517242
cogOTU_1736,27888,2,26,23.129284774239807,0.5344592656339643,Low,0.0,0.0,0.343924326946398,0.0,unclassified,0.0,0.0,1.0,0.0,0.0,1.0
cogOTU_1737,23707,9,30,4.7964691467499065,0.6847766482473531,Medium,0.2222222222222222,0.2836714894335007,0.23770806039749515,0.00206160562697065,mixed,0.4222381575062218,0.1160838570886236,0.4616779854051546,0.4444444444444444,0.1111111111111111,0.4444444444444444
cogOTU_1738,823176,71,906,21.151325603002764,0.3787003022439914,Very_high,0.8873239436619719,0.9792122219306684,0.03241705681566815,0.007633002117270838,bacterial_chromosome,0.07280095629610192,0.7519011730176779,0.17529787068622016,0.29577464788732394,0.23943661971830985,0.4647887323943662
cogOTU_1739,63690,15,48,9.687977701692573,0.32234259695399603,Very_high,0.8,0.8532265661799341,0.03029883719104923,0.019580432332527015,plasmid,0.8292039566650966,0.0,0.1707960433349034,0.8,0.0,0.2
cogOTU_174,17957308,4499,18209,4.837975935263558,0.6564485055332346,Low,0.010224494332073794,0.008410392025352575,0.4918991132758016,0.028680914352713888,mixed,0.1846227730793502,0.4642100586568989,0.3511671682637509,0.2569459879973328,0.3114025338964214,0.4316514781062458
cogOTU_1740,124431,12,98,26.04349534577396,0.5112713069894159,Very_high,0.9166666666666666,0.9185251263752602,0.01818747603678354,0.014626233422174985,unclassified,0.0,0.4047142593083717,0.5952857406916283,0.0,0.3333333333333333,0.6666666666666667
cogOTU_1741,52319,10,63,86.71231512815609,0.4934918480857815,Very_high,1.0,1.0,0.017219104438697386,0.017219104438697386,plasmid,0.6952923412144728,0.0,0.3047076587855272,0.6,0.0,0.4
cogOTU_1742,1581617,279,1992,33.956590469798265,0.4202749464630183,Very_high,0.6236559139784946,0.7675043958176979,0.06881565643926893,0.020885264643008425,bacterial_chromosome,0.14022168451654224,0.5077936061638184,0.3519847093196393,0.25089605734767023,0.30824372759856633,0.4408602150537635
cogOTU_1743,38361,8,57,260.4403507158312,0.5176090300044313,Very_high,0.75,0.9205703709496624,0.04159749756029703,0.016452421376020702,unclassified,0.0,0.22893042412867234,0.7710695758713276,0.0,0.25,0.75
cogOTU_1744,51882,10,58,24.249364115785816,0.53957056397209,High,0.2,0.5334798195906094,0.11743957996823495,0.0386854232355081,unclassified,0.14532978682394665,0.0,0.8546702131760533,0.4,0.0,0.6
cogOTU_1745,117024,17,220,32.317803301630434,0.480063918512442,Very_high,0.9411764705882352,0.9815593382554006,0.014305979838974069,0.007678777792646131,plasmid,0.9438405797101448,0.0,0.0561594202898551,0.8235294117647058,0.0,0.17647058823529416
cogOTU_1746,60685,10,61,132.84808592172695,0.4540166433220728,Low,0.0,0.0,0.4259701231226369,0.0,bacterial_chromosome,0.0,0.6083875751833238,0.39161242481667613,0.0,0.6,0.4
cogOTU_1747,29261187,5195,29504,11.588388780795352,0.5893257508658141,Low,0.0015399422521655435,0.0008407041040406187,0.7181624376063706,0.035451549176413966,bacterial_chromosome,0.04478270139895555,0.7665132313326866,0.18870406726835787,0.0875842155919153,0.5969201154956689,0.31549566891241576
cogOTU_1748,75445,10,80,14.017247895287955,0.660136523295116,Low,0.0,0.0,0.20261195429911186,0.0,unclassified,0.12530982835177945,0.12463383922062428,0.7500563324275963,0.3,0.1,0.6
cogOTU_1749,97983,7,146,17.215832261851542,0.4379126991416878,Very_high,1.0,1.0,0.009739734496344531,0.009739734496344531,bacterial_chromosome,0.029750058683649206,0.606482757212986,0.3637671841033648,0.14285714285714285,0.5714285714285714,0.2857142857142858
cogOTU_175,359291,31,396,64.79836494924977,0.4970455703037373,Very_high,0.7741935483870968,0.94459644132472,0.039858615451681685,0.019862464443125116,plasmid,0.9791951370894344,0.0,0.02080486291056549,0.935483870967742,0.0,0.06451612903225812
cogOTU_1750,56312,3,85,3.5039232951768717,0.4710896434152576,High,0.6666666666666666,0.7182128143202159,0.0423639744522597,0.03528983749696825,bacterial_chromosome,0.0,0.7182128143202159,0.2817871856797841,0.0,0.6666666666666666,0.33333333333333337
cogOTU_1751,63608,16,87,6.414744393621873,0.5429662935479816,Very_high,0.9375,0.9703024776757639,0.01486145216828314,0.011887346723353415,mixed,0.4574110174820778,0.40615960256571504,0.13642937995220727,0.5,0.25,0.25
cogOTU_1752,167534,34,296,13.52817527430253,0.5773395251113208,Very_high,0.8235294117647058,0.927895233206394,0.0459528873078065,0.015982783986430108,unclassified,0.3711366051070231,0.02502775556006542,0.6038356393329115,0.4411764705882353,0.05882352941176471,0.5
cogOTU_1753,451360,60,611,21.920205450823513,0.6277428216944345,Low,0.016666666666666666,0.00957993619283942,0.2428438842030156,0.0304390007276255,unclassified,0.245704094292804,0.1325771003190358,0.6217188053881603,0.3333333333333333,0.18333333333333326,0.4833333333333334
cogOTU_1754,5297546,1040,5320,7.902719084516021,0.6478146673950546,Low,0.0,0.0,0.8735537466224567,0.0,bacterial_chromosome,0.09563843334253257,0.6143051896104347,0.2900563770470328,0.12596153846153846,0.5355769230769231,0.3384615384615385
cogOTU_1755,280151,15,331,18.33256656582664,0.6223964933196741,Very_high,0.9333333333333332,0.9899589864037608,0.0179770234332683,0.015522677661896684,bacterial_chromosome,0.0,0.9899589864037608,0.010041013596239212,0.0,0.9333333333333332,0.06666666666666665
cogOTU_1756,636794,35,722,18.350895426084413,0.3679635800588575,Very_high,1.0,1.0,0.002245956152558606,0.002245956152558606,unclassified,0.06420286623303613,0.2419369529235514,0.6938601808434125,0.14285714285714285,0.2,0.6571428571428571
cogOTU_1757,18691730,962,18279,18.69202279754053,0.5790563527292552,Low,0.007276507276507277,0.0063990866549003215,0.636497701758675,0.03846448736968512,bacterial_chromosome,0.04321280052729202,0.7515576139822263,0.20522958549048165,0.15696465696465695,0.5051975051975052,0.33783783783783783
cogOTU_1758,61740,6,88,1.673457867282151,0.4140427599611274,Very_high,1.0,1.0,0.008145363408521294,0.008145363408521294,bacterial_chromosome,0.06482021379980564,0.8702137998056365,0.06496598639455786,0.16666666666666666,0.6666666666666666,0.16666666666666674
cogOTU_1759,239127,26,251,1.805234467517261,0.4204502210122653,Very_high,0.6923076923076923,0.8933662865339339,0.05750821671079615,0.01917450617849293,unclassified,0.0451308300610136,0.3168692786678209,0.6379998912711655,0.15384615384615385,0.3076923076923077,0.5384615384615384
cogOTU_176,55116231,16020,59991,22.62438990963441,0.5468500195523166,Low,0.002309612983770287,0.003255429421507432,0.6332500112373242,0.031797263791959615,bacterial_chromosome,0.1088700531790717,0.5394248202494107,0.35170512657151753,0.13707865168539327,0.4656679151061174,0.3972534332084894
cogOTU_1760,75904,12,102,11.529463794740725,0.49719382377740295,High,0.6666666666666666,0.6500052698145026,0.03841490131602916,0.02771391151806509,plasmid,0.7218723650927488,0.0,0.27812763490725123,0.6666666666666666,0.0,0.33333333333333337
cogOTU_1761,228764,88,118,9.137957156700356,0.3936283680998761,Low,0.09090909090909093,0.10579461803430608,0.3006660615514825,0.031229495017296174,unclassified,0.29592068682135303,0.18691752198772527,0.5171617911909216,0.3181818181818182,0.18181818181818185,0.5
cogOTU_1762,60919,5,83,0.6169299681938313,0.4390584218388353,Low,0.0,0.0,0.30063060878001435,0.0,unclassified,0.20000328304798173,0.0,0.7999967169520182,0.2,0.0,0.8
cogOTU_1763,421597,32,512,6.401394094018693,0.6235077574081408,Low,0.0,0.0,0.5685559527824977,0.0,unclassified,0.011219244918725705,0.303944288028615,0.6848364670526592,0.031250000000000014,0.34375,0.625
cogOTU_1764,34684,6,46,14.18804884903702,0.4538692192365358,Very_high,1.0,1.0,0.006563394329926063,0.006563394329926063,plasmid,0.5298120170683889,0.2324126398339292,0.2377753430976819,0.5,0.3333333333333333,0.16666666666666674
cogOTU_1765,48820,4,77,4.533335542195822,0.4684965178205653,Very_high,0.75,0.940290864399836,0.0701217101377819,0.030156035249413862,bacterial_chromosome,0.0,0.940290864399836,0.05970913560016389,0.0,0.75,0.25
cogOTU_1766,41700,12,47,11.384074748911269,0.3577218225419667,High,0.6666666666666666,0.7122541966426859,0.1461043424811803,0.024576601730610027,plasmid,0.6687529976019184,0.14167865707434052,0.18956834532374112,0.5833333333333334,0.16666666666666666,0.25
cogOTU_1767,91144,11,192,6.860100948169928,0.5925678047924163,Low,0.0,0.0,0.4496462024851685,0.0,unclassified,0.041374089353111564,0.0,0.9586259106468884,0.09090909090909093,0.0,0.9090909090909092
cogOTU_1768,176119,26,184,24.37994454019498,0.6009800191915693,Low,0.0,0.0,0.4065505900545599,0.0,plasmid,0.8525542388952924,0.05385563170356407,0.09359012940114353,0.6153846153846154,0.15384615384615385,0.23076923076923075
cogOTU_1769,85322,11,106,46.79794163691661,0.4496730034457702,Very_high,0.7272727272727273,0.8569536579076908,0.02817377982232134,0.00852028694690138,bacterial_chromosome,0.0,0.7636248564262441,0.2363751435737559,0.0,0.6363636363636364,0.3636363636363637
cogOTU_177,393639,55,503,11.923458471229733,0.6262971910811683,Low,0.0,0.0,0.27608678028274536,0.0,unclassified,0.008741511892876471,0.0,0.9912584881071236,0.01818181818181818,0.0,0.9818181818181818
cogOTU_1770,119967,12,192,4.666259505365642,0.5583785541023782,Very_high,1.0,1.0,0.006336405529953917,0.006336405529953917,mixed,0.3071594688539349,0.3638500587661607,0.3289904723799044,0.3333333333333333,0.4166666666666667,0.25
cogOTU_1771,393184,14,577,17.503596885002416,0.425063074794498,Very_high,1.0,1.0,0.003664114202557089,0.003664114202557089,bacterial_chromosome,0.03635193700659233,0.9225019329372508,0.04114613005615686,0.21428571428571427,0.6428571428571429,0.1428571428571428
cogOTU_1772,2806334,696,3456,71.73559720274405,0.3153687337287721,High,0.4037356321839081,0.6031969109877869,0.11133091819323007,0.025193222814300264,mixed,0.19060026354667686,0.41030219496325104,0.39909754149007215,0.2988505747126437,0.29454022988505746,0.4066091954022988
cogOTU_1773,798596,119,1186,36.680155078910104,0.480954074400573,Very_high,0.6974789915966386,0.8498878030944307,0.04820720095942456,0.016884704492045727,plasmid,0.5619762683509559,0.0038242114911669982,0.4341995201578771,0.3949579831932773,0.008403361344537815,0.5966386554621849
cogOTU_1774,980899,58,1207,38.297553945068564,0.35632210859629776,Low,0.25862068965517243,0.19934468278589332,0.10623183662220563,0.027454157325376947,bacterial_chromosome,0.024922035805929048,0.8890150769855001,0.08606288720857093,0.13793103448275865,0.5172413793103449,0.3448275862068965
cogOTU_1775,278503,12,526,31.811074442090398,0.4705514841850895,Very_high,0.9166666666666666,0.9934471082896772,0.012773040722965144,0.003450708883646065,plasmid,0.9752067302686148,0.006552891710322689,0.0182403780210626,0.8333333333333334,0.08333333333333333,0.08333333333333326
cogOTU_1776,76396,14,104,51.648738978416425,0.4945808681082777,Very_high,0.9285714285714286,0.9785459971726268,0.028832695724301968,0.02445508622884022,bacterial_chromosome,0.15106811874967274,0.5207471595371486,0.3281847217131787,0.21428571428571427,0.21428571428571427,0.5714285714285714
cogOTU_1777,317046,28,406,8.988754402171288,0.6429382487083893,Very_high,0.8571428571428571,0.966578982229708,0.022620639517537084,0.015259323175850912,plasmid,0.8212719920768595,0.03720280337868953,0.14152520454445094,0.75,0.03571428571428571,0.2142857142857143
cogOTU_1778,11383722,2571,11140,8.467702566078982,0.6651590753885239,Low,0.012446518864255155,0.012346049912322174,0.5993813664089759,0.03070655360553133,mixed,0.20877995790831855,0.3718290028516157,0.4193910392400657,0.2543757292882147,0.308440295604823,0.4371839751069623
cogOTU_1779,44351,4,62,2.2612048340510933,0.4363824941940428,Medium,0.5,0.4571937498590787,0.05220713073005096,0.039837496968227054,bacterial_chromosome,0.0,1.0,0.0,0.0,1.0,0.0
cogOTU_178,273139,23,332,10.789481875035786,0.5036885981130488,Very_high,0.8695652173913043,0.9456833333943524,0.027318417024069057,0.01592501703095783,plasmid,0.5512468010793039,0.1824748571240284,0.26627834179666765,0.3478260869565217,0.2608695652173913,0.3913043478260869
cogOTU_1780,140287,16,220,36.983990575513054,0.42004604845780413,Very_high,1.0,1.0,0.004915588694346346,0.004915588694346346,bacterial_chromosome,0.042655413545089706,0.7172653203789374,0.24007926607597285,0.125,0.4375,0.4375
cogOTU_1781,113685,4,87,0.6232931559132691,0.6121124158860004,Low,0.0,0.0,0.6898310699043824,0.0,bacterial_chromosome,0.0,0.9518406122179708,0.04815938778202933,0.0,0.5,0.5
cogOTU_1782,45691,2,41,598.9938429450002,0.4444638987984509,Low,0.0,0.0,0.11599563424690755,0.0,bacterial_chromosome,0.0,1.0,0.0,0.0,1.0,0.0
cogOTU_1783,119560,19,190,6.342473368459351,0.4722147875543659,Very_high,0.8947368421052632,0.9709350953496152,0.023856008370444992,0.01946177410329164,bacterial_chromosome,0.1107728337236534,0.6896788223486116,0.19954834392773504,0.21052631578947367,0.42105263157894735,0.368421052631579
cogOTU_1784,48396,4,131,135.2260645483098,0.4154475576493925,Very_high,1.0,1.0,0.0017658630430327528,0.0017658630430327528,unclassified,0.0475659145383916,0.0,0.9524340854616083,0.25,0.0,0.75
cogOTU_1785,157398,16,258,15.082785247708356,0.6234640846770605,Low,0.0,0.0,0.3826754710246712,0.0,mixed,0.1623781750721102,0.4648343689246369,0.3727874560032529,0.3125,0.25,0.4375
cogOTU_1786,2986101,367,3213,8.50070432893951,0.4225362772391158,Low,0.0326975476839237,0.011325805791565656,0.3048954916135487,0.03407297185791828,bacterial_chromosome,0.054444240164682974,0.6261375619913727,0.3194181978439443,0.1825613079019074,0.32697547683923706,0.4904632152588555
cogOTU_1787,162874,28,175,76.30686367992435,0.3374141974778045,High,0.5357142857142857,0.630118987683731,0.06979217727526323,0.02065023694098825,bacterial_chromosome,0.09914412367842627,0.6490661492933187,0.25178972702825503,0.14285714285714285,0.35714285714285715,0.5
cogOTU_1788,870439,154,1037,11.890373857788772,0.31014465114729456,Very_high,0.7532467532467533,0.881566657743966,0.043661583648753784,0.012654770809877659,unclassified,0.15523431280078212,0.20108014461668192,0.6436855425825361,0.3116883116883117,0.16233766233766234,0.525974025974026
cogOTU_1789,28418,7,36,1.99754497168344,0.4961644028432685,High,0.7142857142857143,0.7453726511366036,0.0461272765302232,0.016773190780440116,unclassified,0.08001970582025476,0.25462734886339644,0.6653529453163488,0.14285714285714285,0.2857142857142857,0.5714285714285714
cogOTU_179,253276,28,421,13.29406005369755,0.6518067246797961,Very_high,0.8214285714285714,0.956174292076628,0.02468515418531581,0.0072352404334074215,plasmid,0.8389148596787694,0.028139263096384967,0.13294587722484566,0.5714285714285714,0.10714285714285714,0.3214285714285715
cogOTU_1790,104895,10,142,95.10707138940849,0.4602888602888604,Very_high,1.0,1.0,0.005535779387803209,0.005535779387803209,unclassified,0.12696506029839366,0.1790457123790457,0.6939892273225606,0.5,0.1,0.4
cogOTU_1791,114327,9,147,20.25594493969054,0.3226097072432583,Very_high,0.8888888888888888,0.9129514462900278,0.010586917464700942,0.0055738766178346465,bacterial_chromosome,0.013942463285138243,0.5976191100964776,0.3884384266183841,0.1111111111111111,0.4444444444444444,0.4444444444444444
cogOTU_1792,361467,11,336,11.639025701159332,0.40386259326577545,Very_high,0.9090909090909092,0.9609535586927714,0.03131449347002923,0.02595697847068241,bacterial_chromosome,0.048967125629725536,0.782660657819386,0.16837221655088852,0.09090909090909093,0.5454545454545454,0.3636363636363637
cogOTU_1793,97765,2,145,12.449674525443664,0.3979338208970488,Very_high,1.0,1.0,0.003334950278923115,0.003334950278923115,bacterial_chromosome,0.0,1.0,0.0,0.0,1.0,0.0
cogOTU_1794,34636,9,54,15.906996014782306,0.7026215498325442,Low,0.0,0.0,0.6582016435822982,0.0,unclassified,0.0,0.3070504677214459,0.6929495322785542,0.0,0.3333333333333333,0.6666666666666667
cogOTU_1795,182540,55,268,13.56055981896242,0.5717760490851321,Low,0.07272727272727272,0.07261422154048428,0.21488253040466954,0.0371872679099049,mixed,0.031226032650378,0.4976662649282349,0.4711077024213871,0.03636363636363636,0.4363636363636363,0.5272727272727273
cogOTU_1796,116306,9,136,11.604823507557649,0.4269599160834353,Very_high,0.8888888888888888,0.9823826801712724,0.029483447673511267,0.0217984477322338,unclassified,0.0,0.2792289305796777,0.7207710694203222,0.0,0.3333333333333333,0.6666666666666667
cogOTU_1797,45225,6,67,17.709730602896627,0.5569264787175235,Low,0.0,0.0,0.5534567025048568,0.0,bacterial_chromosome,0.23582089552238805,0.7043449419568822,0.0598341625207297,0.5,0.3333333333333333,0.16666666666666674
cogOTU_1798,236403,10,352,69.70981130720845,0.4769524921426549,Low,0.1,0.03779985871583694,0.2569488236720835,0.0352898374969682,bacterial_chromosome,0.0,0.9622001412841632,0.03779985871583691,0.0,0.9,0.09999999999999998
cogOTU_1799,110926,26,181,16.938620689829257,0.4512557921497213,Low,0.19230769230769232,0.2044065412978021,0.14456223620369746,0.03043833943445572,unclassified,0.014351910282530697,0.4153489713863297,0.5702991183311397,0.038461538461538464,0.3076923076923077,0.6538461538461539
cogOTU_18,570788,90,647,15.05992988893302,0.6171187901637737,High,0.5,0.6495126036286677,0.09462458753597576,0.024088206673245384,plasmid,0.6777384948527299,0.03218532975465497,0.2900761753926152,0.5777777777777777,0.06666666666666668,0.3555555555555556
cogOTU_180,767894,62,652,3.8206794423878816,0.3501277520074386,Low,0.01612903225806452,0.004371697135281693,0.3008001026573752,0.0475382003395586,bacterial_chromosome,0.027075351545916497,0.7406373796383355,0.232287268815748,0.12903225806451613,0.3548387096774194,0.5161290322580645
cogOTU_1800,238323,41,256,124.05796860788172,0.5581752495562746,Very_high,0.6829268292682927,0.7874397351493562,0.06523089418291286,0.026357086286053485,plasmid,0.6206828547811164,0.06760572836025057,0.311711416858633,0.5121951219512195,0.12195121951219512,0.36585365853658536
cogOTU_1801,50682,8,155,28.33666473225209,0.5856517106665091,Very_high,0.75,0.7881891006669034,0.042287444954715536,0.021746424472103808,unclassified,0.26541967562448204,0.20074188074661614,0.5338384436289018,0.25,0.25,0.5
cogOTU_1802,40068,14,55,46.867543703129705,0.5855545572526706,High,0.42857142857142855,0.5417540181691125,0.1158073704485487,0.016720633442285898,plasmid,0.6138814016172507,0.09745931915743236,0.28865927922531703,0.5,0.14285714285714285,0.3571428571428572
cogOTU_1803,423884,11,491,4.5136777597267175,0.5761293183984297,Low,0.2727272727272727,0.14839673118117222,0.05294026855996297,0.03476433018028947,unclassified,0.07749053986467994,0.014515763746685412,0.9079936963886348,0.18181818181818185,0.09090909090909093,0.7272727272727273
cogOTU_1804,73776,13,45,15.263756000637065,0.5467360659292995,Low,0.3076923076923077,0.14934396009542403,0.13918335178113456,0.03594793780027268,bacterial_chromosome,0.0,0.8275862068965517,0.1724137931034483,0.0,0.6153846153846154,0.3846153846153846
cogOTU_1805,32986,8,54,0.3826104818286545,0.5551446068028858,Very_high,1.0,1.0,0.012061320927692605,0.012061320927692605,bacterial_chromosome,0.07012065724852967,0.6712847874855999,0.2585945552658704,0.125,0.5,0.375
cogOTU_1806,214683,37,317,20.487271527461413,0.6864912452313411,Low,0.10810810810810813,0.14348597699864452,0.2233695425147068,0.0353807906863934,unclassified,0.11221661705863993,0.13471024720168806,0.753073135739672,0.1891891891891892,0.21621621621621626,0.5945945945945945
cogOTU_1807,424638,47,581,32.09521288542853,0.6116692335589371,High,0.6382978723404256,0.5748213772672253,0.0693346945385797,0.01991478886235219,unclassified,0.28053071086431264,0.01495626863351843,0.7045130205021689,0.44680851063829785,0.02127659574468085,0.5319148936170213
cogOTU_1808,29611,9,28,7.037097767518826,0.6136908581270475,Low,0.0,0.0,0.30715377175654673,0.0,mixed,0.3550707507345243,0.4095437506332105,0.23538549863226504,0.4444444444444444,0.3333333333333333,0.22222222222222232
cogOTU_1809,284436,47,462,58.11564683018606,0.5165344752422337,High,0.5531914893617021,0.6228501314882786,0.07343729252660901,0.023692577535915804,plasmid,0.5715978286855391,0.1768657975783656,0.2515363737360953,0.425531914893617,0.1702127659574468,0.4042553191489362
cogOTU_181,63780,14,106,10.609376788742553,0.4254154907494511,Medium,0.35714285714285715,0.2978519912198181,0.06891961540520666,0.03515487181494163,plasmid,0.7744904358733146,0.0,0.22550956412668546,0.7857142857142857,0.0,0.2142857142857143
cogOTU_1810,81484,12,101,115.74561232295912,0.5406214716999657,Very_high,0.8333333333333334,0.8682686171518335,0.04111826062377867,0.01501049498364174,mixed,0.4088041824161799,0.31341122183496145,0.2777845957488587,0.4166666666666667,0.3333333333333333,0.25
cogOTU_1811,18078371,3926,15682,12.222149563818755,0.3637154033402679,Low,0.011207335710646969,0.009674599553245148,0.4805752492317292,0.030515277409878763,mixed,0.16066237383888182,0.4203349958909461,0.419002630270172,0.25394803871625066,0.25292919001528275,0.4931227712684666
cogOTU_1812,127337,15,145,14.505451560786733,0.618107855532956,Low,0.0,0.0,0.34068525918195003,0.0,unclassified,0.036163880097693515,0.18432191743169696,0.7795142024706094,0.13333333333333333,0.26666666666666666,0.6
cogOTU_1813,84205,19,116,24.84453676470519,0.3956890920966689,Very_high,0.7368421052631579,0.8182293212992102,0.04864649456644896,0.018323019095791888,mixed,0.3172376937236506,0.3701917938364705,0.3125705124398789,0.3157894736842105,0.3684210526315789,0.3157894736842106
cogOTU_1814,5080406,1065,4829,9.01770966345682,0.3853260940168956,Low,0.09014084507042254,0.06896377966642822,0.2345989821503911,0.029084453244354082,bacterial_chromosome,0.09341221941710956,0.5166620541744105,0.38992572640847994,0.16150234741784034,0.3643192488262911,0.4741784037558685
cogOTU_1815,21645,4,64,5.731888688657889,0.4249942249942252,Very_high,1.0,1.0,0.005847741056853415,0.005847741056853415,bacterial_chromosome,0.0,1.0,0.0,0.0,1.0,0.0
cogOTU_1816,101468,6,88,3.2570515269838767,0.6560097764812549,Low,0.0,0.0,0.6001495674670548,0.0,bacterial_chromosome,0.0,0.857787676903063,0.142212323096937,0.0,0.6666666666666666,0.33333333333333337
cogOTU_1817,22925,2,32,2.606268821155944,0.435419847328244,Very_high,1.0,1.0,0.02837739510065485,0.02837739510065485,unclassified,0.0,0.0,1.0,0.0,0.0,1.0
cogOTU_1818,290920,42,451,27.270695289836727,0.6675959026536505,Low,0.11904761904761905,0.05003781108208442,0.19427460004411085,0.023520452004323032,mixed,0.18110133369998624,0.387859205279802,0.4310394610202117,0.30952380952380953,0.21428571428571427,0.4761904761904762
cogOTU_1819,83427,13,45,1.8633842271806489,0.3524638306543445,High,0.38461538461538464,0.5359416016397569,0.07347293561356902,0.015339196844556459,unclassified,0.20401069198221194,0.10534958706413992,0.6906397209536481,0.3076923076923077,0.15384615384615385,0.5384615384615384
cogOTU_182,278059,13,383,151.15964563135012,0.5980852984438556,Very_high,0.9230769230769232,0.9797848658018622,0.02914587435913322,0.02192355323338957,mixed,0.4912554529794037,0.03736257412995085,0.4713819728906456,0.6153846153846154,0.07692307692307693,0.3076923076923077
cogOTU_1820,91661,9,107,4.8780401461035785,0.5289272427750082,Very_high,1.0,1.0,0.013594185752324994,0.013594185752324994,bacterial_chromosome,0.02005214867828193,0.7011815275853417,0.27876632373637633,0.1111111111111111,0.5555555555555556,0.3333333333333333
cogOTU_1821,22451,3,47,0.3796609106053182,0.2588303416328894,Low,0.0,0.0,0.4540787452502224,0.0,plasmid,1.0,0.0,0.0,1.0,0.0,0.0
cogOTU_1822,87929,6,87,4.750136504930113,0.33828429755825723,Very_high,0.5,0.7761716839722959,0.0806016350190029,0.02283935645565526,bacterial_chromosome,0.025748046719512332,0.8450681800088707,0.1291837732716169,0.16666666666666666,0.5,0.33333333333333337
cogOTU_1823,68776,28,82,2.732963085486216,0.6137751541235316,Low,0.0,0.0,0.5448779491608831,0.0,unclassified,0.27704431778527394,0.10960218680935213,0.6133534954053739,0.2857142857142857,0.14285714285714285,0.5714285714285714
cogOTU_1824,35740,9,55,14.95116660464466,0.6314213766088417,Low,0.0,0.0,0.3407072028143365,0.0,mixed,0.2525461667599329,0.4129546726357023,0.3344991606043648,0.3333333333333333,0.4444444444444444,0.22222222222222232
